PROVINCE,urban,age,gender,I1_3_1,party,army,sec_lan,f_b_hukou,f_n_hukou,m_b_hukou,m_n_hukou,b_hukou,n_hukou,local_hukou,migrant_hukou,cungaiju,u_w_m,u_c_m,r_m,p_m,uint_add_m,br_m,bus_m,I1_20_1,I1_20_2,n_r_o_i,I1_20_4,I1_20_5,I1_21,I1_22_1,I1_22_2,I1_22_3,tech_edu,I2_10,work_exp,I3a1_1,I3a1_2,I3a1_5,I3a1_9,I3a1_14,I3a1_16_1,I3a1_16_2,I3a1_16_3,I3a1_19_1,I3a1_19_2,I3a1_19_3,I3a1_20_1,I3a1_20_2,I3a1_20_3,I3a1_20_4,I3a1_20_5,I3a1_20_7,I3a1_20_8,I3a1_20_9,I3a1_21,I3a2_1,friend,psychofriend,discussfriend,moneyfriend,memberelect,happy,happycp,I7_7_1,I7_7_2,I7_9,soccls,b_soccls,I7_10_3_1,t_soccls,soctrs,I9_1,I9_2,arm,health,I9_5,I9_6,ill,I9_8,I9_9,I9_10,I9_11,I9_12,I9_14,interviewway,reject,impat,itviewer_trust,fudge,colla,rely,lang,sinitviewer,look,sinitviewee,y,belief,edu,fedu,medu,jobmean,dinner,socresp,localsc,comlk,plan
辽宁,0,44,男,辽宁,0,0,0,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,一个也没有,0,0,0,自己主动投票,3,3,没有,经常,比较公平,4,4,5,1,同意,170,150,165,健康,从来没有,很少,是,0,0,一般,一般,0,0,访问员访填,从未,从未,高,不像是,很合作,很可靠,普通话,是,6,0,1,0,1,1,1,0,-1,0,1,1,8
重庆,0,32,0,重庆,0,0,0,农业户口,不适用,农业户口,农业户口,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6-10个,1-3个,1-3个,1-3个,自己主动投票,4,3,有时,有时,比较公平,5,2,5,2,同意,155,103,150,一般,从来没有,从来没有,0,0,0,比较信任,一般,0,0,访问员访填,从未,从未,高,不像是,合作,可靠,当地方言,0,6,0,1,0,1,1,1,-1,-1,0,1,1,8
山东,0,66,男,山东,0,0,0,农业户口,不适用,农业户口,不适用,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,是,0,0,0,0,0,0,0,0,是,是,0,0,0,0,完全由他人决定,完全由他人决定,完全由他人决定,从不,从不,从不,-999,-999,从不,从不,-999,-999,-999,-999,有,-999,一个也没有,0,0,0,自己主动投票,6非常幸福,6更幸福,没有,没有,比较公平,5,3,6,5,非常同意,165,115,140,非常健康,从来没有,从来没有,0,0,0,非常不信任,比较信任,是,是,访问员访填,从未,从未,很高,完全没有,很合作,很可靠,普通话,0,7,1,0,0,1,1,1,0,-999,1,1,0,8
广东,0,60,男,广东,0,0,0,农业户口,不适用,农业户口,不适用,农业户口,农业户口,是,是,是,0,0,是,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6-10个,1-3个,1-3个,一个也没有,没去投票,4,2,很少,经常,比较不公平,2,1,4,1,非常同意,162,100,161,一般,很少,从来没有,0,0,0,非常信任,一般,是,0,访问员访填,从未,从未,高,不像是,合作,可靠,普通话,0,7,1,1,0,1,3,1,0,0,2,0,-1,8
山东,0,32,男,山东,0,0,0,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,是,0,0,0,0,0,0,0,0,是,是,0,0,0,0,完全由他人决定,完全由他人决定,完全由他人决定,有时,很少,有时,经常,很少,很少,很少,很少,很少,很少,很少,有,-999,6-10个,1-3个,1-3个,1-3个,自己主动投票,3,3,很少,很少,比较公平,0,4,6,3,同意,172,170,170,一般,很少,很少,0,0,0,一般,一般,是,是,访问员访填,从未,从未,高,不像是,合作,可靠,当地方言,是,6,0,1,0,2,2,1,-1,0,0,1,1,8
广西,0,59,男,广西,0,0,0,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1-5个,1-3个,一个也没有,1-3个,自己主动投票,5,2,有时,没有,比较不公平,4,4,6,8,同意,169,105,169,比较不健康,经常,有时,0,是,30,比较信任,比较信任,是,是,访问员访填,从未,偶尔,高,完全没有,很合作,很可靠,当地方言,是,4,1,1,0,1,1,1,2,-999,0,1,-1,8
浙江,农村,26,男,浙江,0,0,是,非农户口,非农户口,非农户口,非农户口,非农户口,0,是,是,0,是,是,0,是,是,0,是,是,是,0,是,0,是,是,0,是,有,有,是,是,0,是,需要,0,部分由自己决定,部分由自己决定,完全由自己决定,很少,有时,经常,经常,有时,有时,经常,-999,经常,有时,有时,有,-999,6-10个,1-3个,4-6个,9个以上,没去投票,5,5,有时,经常,比较公平,6,6,7,5,同意,178,180,180,非常健康,从来没有,有时,0,0,1,一般,比较信任,是,是,访问员访填,从未,从未,很高,完全没有,很合作,很可靠,普通话,0,6,1,0,0,5,5,4,0,2,0,1,-2,2
陕西,农村,27,0,陕西,0,0,是,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,是,是,0,0,0,是,0,0,0,0,0,0,0,0,0,0,不清楚,不清楚,不清楚,有,有,是,是,0,是,需要,0,部分由自己决定,部分由自己决定,部分由自己决定,很少,很少,有时,经常,经常,有时,很少,从不,经常,从不,很少,有,-999,6-10个,1-3个,1-3个,1-3个,没去投票,4,3,很少,经常,说不上公平但也不能说不公平,5,7,6,6,同意,160,118,160,健康,很少,很少,是,0,7,比较信任,比较信任,0,0,访问员访填,从未,从未,很高,完全没有,很合作,很可靠,普通话,0,7,0,0,0,4,2,3,0,1,0,1,-2,5
浙江,0,20,0,浙江,0,0,0,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,是,是,0,是,需要,是,完全由他人决定,完全由他人决定,完全由他人决定,从不,从不,从不,从不,从不,-999,有时,-999,很少,-999,-999,有,-999,1-5个,1-3个,1-3个,1-3个,家人代投票,5,3,没有,总是,比较公平,5,3,6,5,同意,152,120,150,非常健康,从来没有,从来没有,0,0,0,一般,比较信任,0,0,访问员访填,从未,偶尔,高,不像是,合作,可靠,普通话,0,5,0,1,1,2,1,1,1,1,0,1,-1,2
河北,0,59,男,河北,0,0,0,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6-10个,1-3个,1-3个,1-3个,居/村委要求去投票,4,3,没有,经常,说不上公平但也不能说不公平,3,2,5,3,不同意,170,130,162,非常健康,很少,很少,0,0,10,比较信任,比较信任,是,是,访问员访填,从未,从未,很高,完全没有,很合作,很可靠,普通话,0,3,0,1,0,1,1,1,-1,-1,0,1,1,8
新疆,0,48,0,新疆,0,0,0,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,11-15个,一个也没有,1-3个,一个也没有,没去投票,5,4,有时,总是,比较公平,2,1,6,8,同意,160,128,158,一般,经常,经常,是,0,-999,比较信任,一般,是,0,访问员访填,从未,从未,高,不像是,合作,可靠,当地方言,0,6,0,0,1,-999,-999,-999,1,-999,0,1,1,8
河南,0,46,0,河南,0,0,0,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,是,是,0,0,0,是,0,0,0,0,0,0,是,0,0,0,0,0,0,0,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6-10个,1-3个,1-3个,一个也没有,没去投票,3,3,有时,有时,比较公平,4,1,5,1,同意,153,120,154,一般,有时,有时,0,是,-999,一般,一般,0,0,访问员访填,开始,有时,低,有些时候,合作,不可靠,当地方言,0,4,0,1,1,-999,1,1,-1,-999,-1,0,0,8
内蒙古,0,19,男,内蒙古,0,0,是,非农户口,非农户口,非农户口,非农户口,非农户口,0,是,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,16个或16个以上,4-6个,4-6个,一个也没有,没去投票,4,4,有时,有时,比较公平,3,2,4,1,同意,178,140,176,非常健康,很少,从来没有,0,0,0,一般,一般,0,0,访问员访填,从未,偶尔,高,不像是,合作,可靠,当地方言,0,6,0,0,0,2,3,2,-999,-1,0,1,-1,2
云南,0,61,0,云南,0,0,0,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,是,是,0,0,0,是,0,0,0,0,0,0,是,0,0,0,0,0,0,0,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,16个或16个以上,1-3个,一个也没有,9个以上,居/村委要求去投票,5,4,没有,经常,比较公平,6,4,6,1,同意,156,150,154,一般,有时,很少,0,是,10,一般,一般,0,是,访问员访填,从未,从未,高,完全没有,很合作,很可靠,普通话,是,7,0,1,0,-999,1,1,1,-1,0,1,1,2
甘肃,0,15,男,甘肃,0,0,是,不清楚,不清楚,不清楚,不清楚,农业户口,农业户口,是,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,11-15个,4-6个,1-3个,一个也没有,没去投票,5,6更幸福,有时,经常,完全公平,5,5,8,5,同意,160,80,144,非常健康,很少,很少,0,0,0,比较信任,一般,0,0,访问员访填,从未,从未,很高,完全没有,很合作,很可靠,普通话,是,7,1,0,0,1,3,2,-999,0,0,1,0,2
浙江,0,41,男,浙江,0,0,0,农业户口,不适用,农业户口,农业户口,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,是,0,0,0,0,0,0,0,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,11-15个,1-3个,1-3个,4-6个,居/村委要求去投票,5,5,很少,经常,说不上公平但也不能说不公平,5,5,7,5,同意,174,157,169,非常健康,从来没有,有时,0,0,0,一般,比较信任,0,0,部分通过第三者翻译由访问员访填,中间,偶尔,高,有些时候,合作,不可靠,普通话,是,7,0,1,1,3,1,1,0,0,0,1,1,2
贵州,0,38,0,贵州,0,0,0,农业户口,不适用,农业户口,农业户口,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,是,0,0,0,0,0,0,0,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,16个或16个以上,9个以上,9个以上,1-3个,自己主动投票,3,1没那么幸福,有时,经常,比较公平,3,1,4,5,同意,153,100,147,比较不健康,总是,经常,是,0,50,一般,一般,0,0,访问员访填,从未,从未,高,不像是,合作,可靠,当地方言,0,6,0,1,0,1,1,1,1,-1,0,1,0,8
甘肃,0,43,0,甘肃,0,0,0,农业户口,不适用,农业户口,不适用,农业户口,农业户口,是,是,0,0,0,是,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,16个或16个以上,4-6个,1-3个,1-3个,不适用,3,1没那么幸福,没有,没有,完全不公平,1,1,1,7,不同意,166,110,166,比较不健康,从来没有,经常,0,0,0,比较信任,比较不信任,0,0,访问员访填,从未,从未,很高,完全没有,很合作,很可靠,普通话,是,6,1,0,0,-999,1,1,1,-1,1,1,0,1
福建,0,60,男,福建,0,0,0,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,是,0,0,0,0,0,0,0,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6-10个,一个也没有,一个也没有,4-6个,自己主动投票,4,4,很少,总是,说不上公平但也不能说不公平,5,5,5,2,同意,165,125,160,一般,从来没有,从来没有,0,0,0,比较信任,比较信任,0,0,访问员访填,从未,偶尔,高,不像是,合作,可靠,当地方言,0,5,0,1,1,1,1,1,0,-1,0,0,0,8
广东,0,36,男,湖南,0,0,是,农业户口,不适用,农业户口,农业户口,农业户口,农业户口,0,0,0,0,0,是,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,是,是,0,是,0,是,完全由他人决定,完全由自己决定,完全由自己决定,从不,从不,从不,从不,从不,从不,经常,-999,从不,-999,从不,有,-999,1-5个,1-3个,1-3个,一个也没有,不适用,3,3,没有,总是,说不上公平但也不能说不公平,3,2,4,2,不同意,162,94,160,一般,有时,有时,是,0,6,比较信任,一般,0,0,访问员访填,从未,从未,高,完全没有,很合作,可靠,普通话,是,6,0,0,0,2,1,1,0,0,0,1,-1,1
贵州,农村,37,0,贵州,0,0,是,农业户口,不适用,农业户口,不适用,农业户口,0,是,0,0,0,0,0,0,0,是,0,是,0,0,0,0,是,0,0,0,0,有,是,是,0,是,0,0,完全由自己决定,完全由自己决定,完全由他人决定,从不,从不,经常,-999,-999,-999,经常,-999,有时,-999,-999,0,-999,1-5个,1-3个,1-3个,4-6个,自己主动投票,5,4,有时,总是,比较公平,6,6,6,4,不同意,160,110,160,非常健康,从来没有,从来没有,0,0,0,非常信任,非常信任,0,是,访问员访填,从未,从未,高,不像是,合作,可靠,当地方言,是,7,0,0,0,4,1,1,-999,1,2,1,-2,8
湖北,0,41,0,湖北,0,0,0,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,0,0,0,0,0,0,0,有,0,是,是,0,0,需要,是,完全由自己决定,完全由自己决定,完全由自己决定,从不,从不,经常,-999,-999,-999,有时,-999,有时,-999,-999,0,-999,11-15个,1-3个,9个以上,1-3个,自己主动投票,5,4,很少,经常,比较不公平,4,3,5,5,非常同意,160,110,162,非常健康,从来没有,从来没有,0,0,0,一般,比较信任,0,0,访问员访填,从未,从未,很高,完全没有,很合作,很可靠,当地方言,0,8,1,1,0,2,2,1,1,0,0,1,2,8
新疆,0,42,男,新疆,0,0,0,农业户口,不适用,农业户口,不适用,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,是,0,0,0,0,0,0,0,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1-5个,1-3个,1-3个,1-3个,自己主动投票,5,5,有时,有时,说不上公平但也不能说不公平,4,2,7,0,同意,180,60,178,一般,有时,有时,0,是,40,比较不信任,非常信任,是,0,部分通过第三者翻译由访问员访填,最后,偶尔,高,不像是,合作,可靠,当地方言,0,4,0,0,1,2,1,1,-1,1,0,1,1,8
广东,0,25,0,广东,0,0,0,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,是,0,0,0,是,是,0,0,0,0,是,是,0,0,0,0,0,0,0,有,有,是,是,0,是,需要,0,部分由自己决定,完全由自己决定,完全由自己决定,很少,从不,有时,经常,经常,经常,经常,经常,经常,经常,经常,有,-999,1-5个,1-3个,1-3个,1-3个,没去投票,6非常幸福,4,没有,有时,比较公平,0,3,6,2,不同意,160,102,156,健康,从来没有,从来没有,是,0,3,比较信任,比较信任,0,0,访问员访填,从未,从未,高,不像是,合作,可靠,当地方言,0,-999,0,1,0,2,2,1,1,1,0,0,-1,10
河南,0,62,0,河南,0,0,0,农业户口,不适用,农业户口,不适用,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,是,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,16个或16个以上,6-8个,4-6个,4-6个,居/村委要求去投票,3,4,没有,经常,比较不公平,5,5,5,5,同意,158,110,152,健康,从来没有,从来没有,0,0,0,一般,一般,0,0,访问员访填,从未,从未,很高,完全没有,很合作,很可靠,当地方言,0,5,0,1,0,1,1,1,-999,-1,-2,1,0,8
广西,0,39,男,广西,0,0,0,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6-10个,4-6个,4-6个,4-6个,自己主动投票,3,3,有时,经常,说不上公平但也不能说不公平,4,3,4,2,同意,164,110,163,一般,很少,从来没有,是,0,10,比较不信任,比较信任,是,0,部分通过第三者翻译由访问员访填,从未,从未,高,不像是,合作,可靠,当地方言,是,5,0,0,0,1,1,1,0,1,0,0,1,8
新疆,0,22,0,新疆,0,0,0,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,是,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6-10个,1-3个,4-6个,1-3个,自己主动投票,5,4,经常,很少,比较不公平,5,3,7,3,不同意,163,90,166,健康,从来没有,经常,0,0,0,比较信任,一般,0,0,访问员访填,从未,从未,高,不像是,合作,可靠,当地方言,0,6,1,0,1,2,2,1,1,-999,0,1,1,9
安徽,0,44,男,安徽,0,0,0,农业户口,不适用,农业户口,农业户口,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,是,0,0,0,0,0,0,0,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,16个或16个以上,1-3个,1-3个,一个也没有,居/村委要求去投票,2,1没那么幸福,很少,很少,说不上公平但也不能说不公平,2,2,3,1,同意,160,120,157,一般,很少,从来没有,0,0,2,一般,比较信任,0,0,访问员访填,从未,从未,高,不像是,合作,可靠,普通话,是,3,0,0,1,2,1,1,1,-1,-1,1,1,8
江苏,0,23,0,江苏,0,0,是,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,0,是,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,有,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,16个或16个以上,6-8个,1-3个,一个也没有,没去投票,5,5,很少,经常,说不上公平但也不能说不公平,6,6,7,0,同意,160,120,150,健康,从来没有,从来没有,0,0,0,比较信任,比较信任,0,0,访问员访填,从未,从未,很高,完全没有,很合作,很可靠,普通话,是,8,0,0,0,3,1,1,-999,-999,0,1,0,5
甘肃,0,43,男,甘肃,0,0,0,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,是,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1-5个,1-3个,1-3个,1-3个,没去投票,3,3,没有,总是,比较公平,5,3,6,2,同意,176,168,176,健康,很少,很少,0,0,0,比较信任,比较信任,0,是,访问员访填,从未,从未,很高,完全没有,很合作,很可靠,普通话,是,7,0,1,0,1,1,1,0,-1,0,1,2,1
广东,0,57,0,广东,0,0,0,不清楚,不适用,农业户口,农业户口,农业户口,农业户口,是,是,0,0,0,是,0,0,0,0,0,0,是,0,0,0,0,0,0,0,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,16个或16个以上,9个以上,9个以上,4-6个,自己主动投票,6非常幸福,6更幸福,没有,没有,说不上公平但也不能说不公平,5,5,5,5,同意,154,120,151,健康,从来没有,从来没有,0,0,-999,非常信任,比较信任,0,0,访问员访填,从未,偶尔,高,不像是,合作,可靠,当地方言,0,7,0,1,0,1,1,1,0,0,0,1,-1,2
广东,0,54,0,广东,0,0,0,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6-10个,6-8个,6-8个,1-3个,自己主动投票,3,3,没有,没有,比较公平,5,5,5,2,同意,150,90,148,健康,有时,从来没有,0,0,-999,一般,比较信任,0,0,访问员访填,从未,从未,高,完全没有,很合作,可靠,当地方言,是,5,0,0,0,-999,1,1,1,-999,2,1,1,8
山东,农村,44,0,山东,0,0,是,非农户口,非农户口,非农户口,非农户口,非农户口,0,是,0,0,是,0,0,0,0,0,0,是,0,0,0,0,0,是,0,0,有,有,是,是,0,是,需要,是,完全由他人决定,完全由他人决定,完全由他人决定,很少,从不,经常,经常,-999,有时,很少,-999,很少,-999,-999,有,-999,1-5个,1-3个,1-3个,1-3个,不适用,5,5,没有,总是,说不上公平但也不能说不公平,6,6,6,9,非常同意,160,134,157,健康,从来没有,从来没有,0,0,5,一般,一般,0,是,访问员访填,从未,从未,很高,有些时候,合作,可靠,普通话,是,5,1,1,0,4,4,3,-1,1,1,1,1,2
浙江,农村,20,0,浙江,0,0,是,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1-5个,1-3个,4-6个,一个也没有,没去投票,4,4,有时,有时,比较公平,5,5,5,5,同意,160,100,160,非常健康,从来没有,很少,0,0,0,一般,比较信任,0,0,访问员访填,从未,从未,很高,完全没有,很合作,很可靠,普通话,是,8,1,0,0,3,2,2,-999,-1,0,1,0,2
贵州,0,36,0,贵州,0,0,0,农业户口,农业户口,农业户口,不适用,农业户口,农业户口,是,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,一个也没有,0,0,0,自己主动投票,2,2,有时,经常,比较公平,3,2,3,2,不同意,156,90,150,非常不健康,总是,经常,是,是,300,比较信任,比较信任,0,0,访问员访填,从未,从未,很高,完全没有,很合作,很可靠,当地方言,是,5,1,1,1,1,1,1,2,-1,0,1,0,8
陕西,农村,47,0,山东,0,0,0,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,0,0,0,0,0,是,0,0,0,是,0,0,0,0,0,0,0,0,0,0,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,一个也没有,0,0,0,没去投票,5,3,没有,经常,比较公平,6,3,6,2,同意,165,117,163,健康,从来没有,从来没有,0,0,0,比较信任,非常信任,0,是,访问员访填,中间,偶尔,高,有些时候,合作,可靠,当地方言,是,3,0,0,0,1,1,1,1,-999,0,0,-2,10
河北,农村,60,男,河北,中共党员,0,0,不清楚,不适用,农业户口,不适用,非农户口,0,是,0,0,是,0,0,0,0,0,0,是,0,0,0,0,0,0,0,0,0,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6-10个,4-6个,4-6个,1-3个,不适用,5,5,很少,没有,比较公平,3,4,4,0,同意,174,105,170,比较不健康,有时,有时,0,0,80,一般,一般,是,0,访问员访填,从未,从未,很高,完全没有,很合作,很可靠,普通话,0,7,1,1,0,3,1,1,0,-1,1,1,-1,8
新疆,0,61,男,新疆,0,0,0,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,是,0,0,0,0,0,0,0,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1-5个,1-3个,1-3个,1-3个,自己主动投票,4,4,很少,经常,比较公平,2,1,4,1,同意,168,120,150,比较不健康,有时,很少,是,是,8,比较信任,比较信任,0,0,部分通过第三者翻译由访问员访填,从未,从未,高,不像是,合作,可靠,当地方言,0,5,0,1,1,1,1,1,0,-999,0,1,0,8
辽宁,农村,50,男,辽宁,0,0,0,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,0,0,0,0,0,是,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6-10个,4-6个,1-3个,1-3个,不适用,3,3,没有,总是,比较公平,2,2,3,4,同意,170,130,165,非常健康,从来没有,从来没有,是,0,0,一般,一般,是,是,访问员访填,最后,偶尔,高,有些时候,合作,可靠,普通话,是,4,0,1,0,2,1,1,-1,1,1,1,1,8
四川,0,25,0,四川,中共党员,0,0,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,是,0,0,0,0,0,0,0,有,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1-5个,1-3个,1-3个,1-3个,家人代投票,5,6更幸福,没有,总是,比较公平,5,3,5,2,同意,155,120,155,健康,从来没有,从来没有,0,0,0,一般,一般,0,0,访问员访填,从未,从未,高,不像是,很合作,可靠,当地方言,是,8,0,0,0,3,1,2,1,1,0,1,-1,1
青海,农村,44,0,青海,0,0,0,农业户口,非农户口,农业户口,非农户口,非农户口,0,0,是,0,是,0,0,0,0,0,0,是,0,0,0,是,0,0,0,0,0,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1-5个,1-3个,1-3个,1-3个,没去投票,6非常幸福,6更幸福,很少,经常,说不上公平但也不能说不公平,6,5,6,1,不同意,165,120,160,非常健康,从来没有,从来没有,0,0,0,一般,一般,0,0,访问员访填,最后,有时,高,不像是,合作,很可靠,普通话,是,6,1,0,0,2,1,1,-2,-999,0,1,-3,8
贵州,0,24,0,贵州,0,0,0,农业户口,不适用,农业户口,农业户口,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1-5个,1-3个,1-3个,一个也没有,自己主动投票,5,6更幸福,很少,没有,完全公平,5,2,6,1,非常不同意,149,100,130,一般,从来没有,从来没有,0,0,0,比较不信任,比较信任,0,0,访问员访填,从未,从未,高,不像是,合作,可靠,当地方言,是,6,0,0,0,2,1,1,0,-1,0,1,-2,8
